city,state_abbr,r_elec_class,r_gas_class,c_elec_class,c_gas_class,i_elec_class,i_gas_class
Fitzwilliam,MA,1,1,1.0,1.0,1.0,1.0
Florida,MA,1,1,1.0,1.0,1.0,1.0
Foxborough,MA,1,1,1.0,1.0,2.0,2.0
Framingham,MA,3,2,1.0,1.0,3.0,3.0
Franklin Town,MA,2,2,1.0,1.0,3.0,2.0
Freetown,MA,1,1,0.0,0.0,1.0,1.0
Gardner,MA,2,1,3.0,1.0,2.0,2.0
Georgetown,MA,1,1,2.0,1.0,1.0,1.0
Gill,MA,1,1,1.0,1.0,0.0,0.0
Gloucester,MA,2,1,1.0,1.0,2.0,2.0
Goshen,MA,1,1,1.0,1.0,1.0,1.0
Gosnold,MA,1,1,1.0,1.0,0.0,0.0
Grafton,MA,2,1,2.0,1.0,2.0,2.0
Granby,MA,2,1,2.0,2.0,1.0,1.0
Granville,MA,1,1,1.0,1.0,1.0,1.0
Great Barrington,MA,1,1,1.0,1.0,1.0,1.0
Greenfield Town,MA,2,1,1.0,1.0,2.0,2.0
Groton,MA,1,1,2.0,3.0,1.0,1.0
Groveland,MA,1,1,2.0,1.0,2.0,1.0
Guilford,MA,1,1,1.0,1.0,1.0,1.0
Hadley,MA,1,1,3.0,3.0,1.0,1.0
Halifax,MA,1,1,2.0,1.0,1.0,1.0
Hamilton,MA,1,1,2.0,1.0,1.0,1.0
Hampden,MA,1,1,2.0,2.0,1.0,1.0
Hancock,MA,1,1,1.0,1.0,0.0,0.0
Hanover,MA,1,1,0.0,0.0,1.0,1.0
Hanson,MA,1,1,2.0,3.0,1.0,1.0
Hardwick,MA,1,1,1.0,1.0,1.0,1.0
Hartland,MA,1,1,1.0,1.0,1.0,1.0
Harvard,MA,1,1,2.0,2.0,1.0,1.0
Harwich,MA,1,1,3.0,1.0,1.0,1.0
Hatfield,MA,1,1,2.0,1.0,1.0,1.0
Haverhill,MA,3,3,1.0,1.0,3.0,3.0
Hawley,MA,1,1,1.0,1.0,1.0,1.0
Heath,MA,1,1,1.0,1.0,0.0,0.0
Hillsdale,MA,1,1,1.0,1.0,1.0,1.0
Hingham,MA,2,1,1.0,1.0,0.0,0.0
Hinsdale,MA,1,1,2.0,1.0,1.0,1.0
Holbrook,MA,1,1,2.0,3.0,1.0,1.0
Holden,MA,2,1,3.0,1.0,2.0,2.0
Holland,MA,1,1,1.0,1.0,0.0,0.0
Hollis,MA,1,1,2.0,3.0,0.0,0.0
Holliston,MA,1,1,3.0,1.0,0.0,0.0
Holyoke,MA,3,1,1.0,1.0,3.0,3.0
Hopedale,MA,1,1,2.0,2.0,1.0,1.0
Hopkinton,MA,2,1,1.0,1.0,2.0,2.0
Hubbardston,MA,1,1,1.0,1.0,1.0,1.0
Hudson,MA,3,2,1.0,1.0,3.0,2.0
Hull,MA,1,1,2.0,1.0,1.0,1.0
Huntington,MA,1,1,1.0,1.0,0.0,0.0
Ipswich,MA,1,1,3.0,1.0,2.0,2.0
Kingston,MA,1,1,3.0,1.0,1.0,1.0
Lakeville,MA,1,1,3.0,3.0,1.0,1.0
Lancaster,MA,1,1,2.0,2.0,1.0,1.0
Lanesborough,MA,1,1,2.0,1.0,1.0,1.0
Lawrence,MA,3,3,1.0,1.0,0.0,0.0
Lee,MA,1,1,2.0,3.0,1.0,1.0
Leicester,MA,1,1,2.0,3.0,1.0,1.0
Lenox,MA,1,1,3.0,1.0,1.0,1.0
Leominster,MA,3,1,1.0,1.0,3.0,3.0
Leverett,MA,1,1,1.0,1.0,0.0,0.0
Lexington,MA,2,1,1.0,1.0,2.0,2.0
Leyden,MA,1,1,1.0,1.0,1.0,1.0
Lincoln,MA,1,1,2.0,1.0,1.0,1.0
Little Compton,MA,1,1,1.0,1.0,1.0,1.0
Littleton,MA,1,1,1.0,1.0,2.0,2.0
Longmeadow,MA,2,1,3.0,3.0,1.0,1.0
Lowell,MA,3,3,1.0,1.0,2.0,2.0
Ludlow,MA,2,1,2.0,3.0,2.0,2.0
Lunenburg,MA,1,1,3.0,3.0,1.0,1.0
Lynn,MA,3,3,1.0,1.0,3.0,3.0
Lynnfield,MA,1,1,1.0,1.0,2.0,1.0
Malden,MA,3,2,1.0,1.0,2.0,2.0
Manchester-by-the-Sea,MA,1,1,2.0,1.0,1.0,1.0
Mansfield,MA,2,1,1.0,1.0,2.0,2.0
Marblehead,MA,2,1,1.0,1.0,1.0,1.0
Marion,MA,1,1,1.0,2.0,1.0,1.0
Marlborough,MA,3,2,1.0,1.0,0.0,0.0
Marshfield,MA,2,1,3.0,3.0,1.0,1.0
Mashpee,MA,1,1,2.0,3.0,1.0,1.0
Mason,MA,1,1,1.0,1.0,1.0,1.0
Mattapoisett,MA,1,1,2.0,2.0,1.0,1.0
Maynard,MA,1,1,3.0,1.0,0.0,0.0
Medfield,MA,1,1,2.0,2.0,1.0,1.0
Medford,MA,3,2,1.0,1.0,0.0,0.0
Medway,MA,1,1,2.0,2.0,1.0,1.0
Melrose,MA,2,1,3.0,1.0,1.0,1.0
Mendon,MA,1,1,2.0,2.0,1.0,1.0
Merrimac,MA,1,1,2.0,1.0,1.0,1.0
Methuen Town,MA,3,2,1.0,1.0,2.0,2.0
Middleborough,MA,2,1,1.0,1.0,2.0,2.0
Middlefield,MA,1,1,0.0,0.0,0.0,0.0
Middleton,MA,1,1,3.0,1.0,1.0,1.0
Milford,MA,2,1,1.0,1.0,3.0,3.0
Millbury,MA,1,1,2.0,1.0,0.0,0.0
Millis,MA,1,1,2.0,2.0,1.0,1.0
Millville,MA,1,1,1.0,1.0,1.0,1.0
Milton,MA,2,1,3.0,1.0,1.0,1.0
Monroe,MA,1,1,1.0,1.0,0.0,0.0
Monson,MA,1,1,2.0,2.0,1.0,1.0
Montague,MA,1,1,2.0,2.0,2.0,1.0
Monterey,MA,1,1,1.0,1.0,1.0,1.0
Montgomery,MA,1,1,1.0,1.0,0.0,0.0
Mount Washington,MA,1,1,1.0,1.0,0.0,0.0
Nahant,MA,1,1,1.0,1.0,1.0,1.0
Nantucket,MA,1,1,1.0,1.0,2.0,2.0
Nashua,MA,3,3,1.0,1.0,1.0,1.0
Natick,MA,3,1,1.0,1.0,2.0,1.0
Needham,MA,2,1,1.0,1.0,2.0,1.0
New Ashford,MA,1,1,1.0,1.0,0.0,0.0
New Bedford,MA,3,3,1.0,1.0,1.0,1.0
New Braintree,MA,1,1,1.0,1.0,1.0,1.0
New Ipswich,MA,1,1,1.0,1.0,1.0,1.0
New Lebanon,MA,1,1,1.0,1.0,1.0,1.0
New Marlborough,MA,1,1,1.0,1.0,1.0,1.0
New Salem,MA,1,1,1.0,1.0,1.0,1.0
Newbury,MA,1,1,2.0,1.0,1.0,1.0
Newburyport,MA,2,1,1.0,1.0,2.0,2.0
Newton,MA,3,3,1.0,1.0,2.0,2.0
Norfolk,MA,1,1,3.0,2.0,1.0,1.0
North Adams,MA,1,1,1.0,1.0,1.0,1.0
North Andover,MA,2,1,1.0,1.0,2.0,2.0
North Attleborough,MA,2,1,1.0,1.0,3.0,3.0
North Brookfield,MA,1,1,1.0,2.0,1.0,1.0
North Canaan,MA,1,1,2.0,1.0,1.0,1.0
North East,MA,1,1,1.0,1.0,1.0,1.0
North Reading,MA,1,1,1.0,1.0,1.0,1.0
North Smithfield,MA,1,1,1.0,1.0,1.0,1.0
Northampton,MA,2,1,1.0,1.0,2.0,1.0
Northborough,MA,1,1,1.0,1.0,1.0,1.0
Northbridge,MA,2,1,3.0,1.0,1.0,1.0
Northfield,MA,1,1,1.0,1.0,1.0,1.0
Norton,MA,2,1,1.0,3.0,1.0,1.0
Norwell,MA,1,1,3.0,1.0,1.0,1.0
Norwood,MA,2,1,1.0,1.0,3.0,2.0
Oak Bluffs,MA,1,1,2.0,1.0,1.0,1.0
Oakham,MA,1,1,1.0,1.0,1.0,1.0
Orange,MA,1,1,2.0,1.0,2.0,2.0
Orleans,MA,1,1,1.0,3.0,1.0,1.0
Otis,MA,1,1,1.0,1.0,1.0,1.0
Oxford,MA,1,1,2.0,1.0,1.0,1.0
Palmer Town,MA,1,1,2.0,3.0,2.0,2.0
Pawtucket,MA,3,3,1.0,1.0,3.0,1.0
Paxton,MA,1,1,1.0,1.0,1.0,1.0
Peabody,MA,3,2,1.0,1.0,3.0,3.0
Pelham,MA,1,1,2.0,2.0,1.0,1.0
Pembroke,MA,2,1,3.0,3.0,1.0,1.0
Pepperell,MA,1,1,2.0,2.0,1.0,1.0
Peru,MA,1,1,1.0,1.0,1.0,1.0
Petersburgh,MA,1,1,1.0,1.0,1.0,1.0
Petersham,MA,1,1,1.0,1.0,1.0,1.0
Phillipston,MA,1,1,1.0,1.0,1.0,1.0
Pittsfield,MA,3,2,1.0,1.0,3.0,3.0
Plainfield,MA,1,1,1.0,1.0,0.0,0.0
Plainville,MA,1,1,3.0,1.0,1.0,1.0
Plaistow,MA,1,1,3.0,3.0,1.0,1.0
Plymouth,MA,3,2,1.0,1.0,2.0,1.0
Plympton,MA,1,1,1.0,1.0,1.0,1.0
Pownal,MA,1,1,1.0,1.0,1.0,1.0
Princeton,MA,1,1,1.0,1.0,1.0,1.0
Provincetown,MA,1,1,3.0,1.0,1.0,1.0
Quincy,MA,3,3,1.0,1.0,2.0,2.0
Randolph,MA,2,1,1.0,1.0,2.0,2.0
Raynham,MA,1,1,1.0,3.0,1.0,1.0
Reading,MA,2,1,2.0,1.0,1.0,1.0
Readsboro,MA,1,1,1.0,1.0,1.0,1.0
Rehoboth,MA,1,1,2.0,2.0,1.0,1.0
Revere,MA,3,2,1.0,1.0,1.0,1.0
Richmond,MA,1,1,1.0,1.0,1.0,1.0
Rindge,MA,1,1,1.0,1.0,1.0,1.0
Rochester,MA,1,1,1.0,2.0,1.0,1.0
Rockland,MA,2,1,3.0,1.0,2.0,2.0
Rockport,MA,1,1,2.0,2.0,1.0,1.0
Rowe,MA,1,1,1.0,1.0,0.0,0.0
Rowley,MA,1,1,2.0,1.0,1.0,1.0
Royalston,MA,1,1,1.0,1.0,0.0,0.0
Russell,MA,1,1,1.0,1.0,1.0,1.0
Rutland,MA,1,1,1.0,1.0,1.0,1.0
Salem,MA,3,2,1.0,1.0,3.0,2.0
Salisbury,MA,1,1,1.0,1.0,1.0,1.0
Sandisfield,MA,1,1,1.0,1.0,0.0,0.0
Sandwich,MA,2,1,3.0,3.0,1.0,1.0
Saugus,MA,2,1,1.0,1.0,0.0,0.0
Savoy,MA,1,1,1.0,1.0,1.0,1.0
Scituate,MA,2,1,3.0,3.0,1.0,1.0
Seabrook,MA,1,1,3.0,3.0,1.0,1.0
Seekonk,MA,1,1,1.0,1.0,1.0,1.0
Sharon,MA,2,1,3.0,3.0,1.0,1.0
Sheffield,MA,1,1,1.0,1.0,2.0,2.0
Shelburne,MA,1,1,1.0,1.0,1.0,1.0
Sherborn,MA,1,1,1.0,2.0,1.0,1.0
Shirley,MA,1,1,1.0,2.0,1.0,1.0
Shrewsbury,MA,3,1,1.0,1.0,0.0,0.0
Shutesbury,MA,1,1,1.0,1.0,1.0,1.0
Somers,MA,1,1,2.0,2.0,1.0,1.0
Somerset,MA,1,1,2.0,1.0,1.0,1.0
Somerville,MA,3,3,1.0,1.0,2.0,2.0
South Hadley,MA,2,1,2.0,2.0,0.0,0.0
South Hampton,MA,1,1,1.0,1.0,1.0,1.0
Southampton,MA,1,1,1.0,1.0,1.0,1.0
Southborough,MA,1,1,3.0,1.0,2.0,2.0
Southbridge Town,MA,1,1,3.0,1.0,2.0,2.0
Southwick,MA,1,1,2.0,2.0,2.0,1.0
Spencer,MA,1,1,2.0,3.0,1.0,1.0
Springfield,MA,3,3,1.0,1.0,1.0,1.0
Stafford,MA,1,1,2.0,1.0,1.0,1.0
Stamford,MA,1,1,1.0,1.0,0.0,0.0
Stephentown,MA,1,1,1.0,1.0,1.0,1.0
Sterling,MA,1,1,2.0,3.0,2.0,1.0
Stockbridge,MA,1,1,1.0,1.0,1.0,1.0
Stoneham,MA,2,1,1.0,1.0,1.0,1.0
Stoughton,MA,2,2,1.0,1.0,1.0,1.0
Stow,MA,1,1,2.0,2.0,0.0,0.0
Sturbridge,MA,1,1,2.0,1.0,0.0,0.0
Sudbury,MA,2,1,3.0,1.0,1.0,1.0
Suffield,MA,1,1,2.0,1.0,1.0,1.0
Sunderland,MA,1,1,1.0,1.0,1.0,1.0
Sutton,MA,1,1,2.0,3.0,0.0,0.0
Swampscott,MA,1,1,3.0,1.0,1.0,1.0
Swansea,MA,1,1,1.0,1.0,0.0,0.0
Taunton,MA,3,2,1.0,1.0,3.0,3.0
Templeton,MA,1,1,1.0,1.0,0.0,0.0
Tewksbury,MA,2,2,1.0,1.0,2.0,2.0
Thompson,MA,1,1,1.0,1.0,1.0,1.0
Tisbury,MA,1,1,2.0,1.0,1.0,1.0
Tiverton,MA,2,1,1.0,1.0,1.0,1.0
Tolland,MA,1,1,0.0,0.0,0.0,0.0
Topsfield,MA,1,1,2.0,1.0,1.0,1.0
Townsend,MA,1,1,1.0,3.0,1.0,1.0
Truro,MA,1,1,1.0,1.0,1.0,1.0
Tyngsborough,MA,1,1,3.0,1.0,1.0,1.0
Tyringham,MA,1,1,1.0,1.0,0.0,0.0
Union,MA,1,1,1.0,1.0,1.0,1.0
Upton,MA,1,1,1.0,2.0,1.0,1.0
Uxbridge,MA,1,1,2.0,1.0,1.0,1.0
Vernon,MA,1,1,1.0,1.0,1.0,1.0
Wakefield,MA,2,1,3.0,1.0,2.0,2.0
Wales,MA,1,1,1.0,1.0,1.0,1.0
Walpole,MA,2,1,1.0,1.0,2.0,2.0
Waltham,MA,3,2,1.0,1.0,3.0,3.0
Ware,MA,1,1,2.0,1.0,1.0,1.0
Wareham,MA,2,1,3.0,1.0,1.0,1.0
Warren,MA,1,1,3.0,1.0,1.0,1.0
Warwick,MA,1,1,1.0,1.0,0.0,0.0
Washington,MA,1,1,1.0,1.0,0.0,0.0
Watertown Town,MA,2,2,1.0,1.0,2.0,2.0
Wayland,MA,1,1,3.0,1.0,1.0,1.0
Webster,MA,2,1,3.0,1.0,1.0,1.0
Wellesley,MA,2,2,1.0,1.0,0.0,0.0
Wellfleet,MA,1,1,1.0,1.0,1.0,1.0
Wendell,MA,1,1,1.0,1.0,0.0,0.0
Wenham,MA,1,1,1.0,1.0,1.0,1.0
West Boylston,MA,1,1,2.0,3.0,1.0,1.0
West Bridgewater,MA,1,1,1.0,1.0,1.0,1.0
West Brookfield,MA,1,1,1.0,2.0,1.0,1.0
West Newbury,MA,1,1,2.0,1.0,1.0,1.0
West Springfield Town,MA,2,1,1.0,1.0,2.0,2.0
West Stockbridge,MA,1,1,1.0,1.0,1.0,1.0
West Tisbury,MA,1,1,1.0,1.0,1.0,1.0
Westborough,MA,2,1,1.0,1.0,2.0,2.0
Westfield,MA,3,1,1.0,1.0,0.0,0.0
Westford,MA,2,1,1.0,1.0,3.0,3.0
Westhampton,MA,1,1,1.0,1.0,1.0,1.0
Westminster,MA,1,1,3.0,3.0,0.0,0.0
Weston,MA,1,1,2.0,3.0,1.0,1.0
Westport,MA,2,1,2.0,1.0,1.0,1.0
Westwood,MA,2,1,1.0,1.0,1.0,1.0
Weymouth Town,MA,3,2,1.0,1.0,2.0,2.0
Whately,MA,1,1,1.0,1.0,1.0,1.0
Whitingham,MA,1,1,1.0,1.0,1.0,1.0
Whitman,MA,1,1,3.0,1.0,1.0,1.0
Wilbraham,MA,1,1,3.0,3.0,1.0,1.0
Williamsburg,MA,1,1,1.0,1.0,1.0,1.0
Williamstown,MA,1,1,2.0,2.0,1.0,1.0
Wilmington,MA,2,1,1.0,1.0,3.0,3.0
Winchendon,MA,1,1,2.0,1.0,1.0,1.0
Winchester,MA,2,1,3.0,1.0,0.0,0.0
Windsor,MA,1,1,1.0,1.0,0.0,0.0
Winthrop Town,MA,1,1,3.0,1.0,1.0,1.0
Woburn,MA,2,1,1.0,1.0,3.0,3.0
Woodstock,MA,1,1,1.0,1.0,1.0,1.0
Woonsocket,MA,3,2,1.0,1.0,1.0,2.0
Worcester,MA,3,3,1.0,1.0,1.0,1.0
Worthington,MA,1,1,1.0,1.0,1.0,1.0
Wrentham,MA,1,1,2.0,3.0,0.0,0.0
Yarmouth,MA,2,2,1.0,1.0,1.0,1.0
Aberdeen,MD,2,1,0.0,0.0,1.0,1.0
Accident,MD,1,1,1.0,1.0,0.0,0.0
Addison,MD,1,1,1.0,1.0,1.0,1.0
Annapolis,MD,3,1,1.0,1.0,1.0,1.0
Antrim,MD,2,1,0.0,0.0,1.0,3.0
Baltimore,MD,3,3,1.0,1.0,1.0,1.0
Barclay,MD,1,1,0.0,0.0,0.0,0.0
Barnesville,MD,1,1,0.0,0.0,0.0,0.0
Barton,MD,1,1,0.0,0.0,0.0,0.0
Bayard,MD,1,1,1.0,1.0,0.0,0.0
Bel Air,MD,2,1,1.0,1.0,1.0,1.0
Berlin,MD,1,1,2.0,1.0,0.0,0.0
Berwyn Heights,MD,1,1,1.0,1.0,0.0,0.0
Bethel,MD,1,1,1.0,1.0,2.0,2.0
Betterton,MD,1,1,0.0,0.0,0.0,0.0
Bladensburg,MD,1,1,2.0,2.0,1.0,1.0
Boonsboro,MD,1,1,1.0,2.0,0.0,0.0
Bowie,MD,3,2,1.0,1.0,1.0,1.0
Brentwood,MD,1,1,2.0,2.0,1.0,1.0
Brookeville,MD,1,1,0.0,0.0,0.0,0.0
Brookview,MD,1,1,0.0,0.0,0.0,0.0
Brunswick,MD,1,1,1.0,2.0,1.0,1.0
Burkittsville,MD,1,1,1.0,1.0,0.0,0.0
Cambridge,MD,2,1,3.0,1.0,2.0,1.0
Capitol Heights,MD,1,1,1.0,1.0,0.0,0.0
Carpendale,MD,1,1,0.0,0.0,0.0,0.0
Carroll Valley,MD,1,1,1.0,1.0,0.0,0.0
Cecilton,MD,1,1,1.0,1.0,0.0,0.0
Centreville,MD,1,1,2.0,1.0,0.0,0.0
Charlestown,MD,1,1,2.0,1.0,0.0,0.0
Chesapeake Beach,MD,1,1,2.0,2.0,0.0,0.0
Chesapeake City,MD,1,1,1.0,1.0,0.0,0.0
Chestertown,MD,1,1,2.0,1.0,1.0,1.0
Cheverly,MD,1,1,0.0,0.0,1.0,1.0
Chevy Chase,MD,1,1,1.0,1.0,0.0,0.0
Chevy Chase Section Five,MD,1,1,1.0,1.0,0.0,0.0
Chevy Chase Section Three,MD,1,1,1.0,1.0,0.0,0.0
Chevy Chase View,MD,1,1,0.0,0.0,0.0,0.0
Chevy Chase Village,MD,1,1,1.0,2.0,0.0,0.0
Chincoteague,MD,1,1,2.0,1.0,1.0,1.0
Church Creek,MD,1,1,0.0,0.0,0.0,0.0
Church Hill,MD,1,1,1.0,1.0,0.0,0.0
Clear Spring,MD,1,1,1.0,1.0,0.0,0.0
Codorus,MD,1,1,1.0,1.0,1.0,1.0
College Park,MD,2,1,1.0,1.0,1.0,1.0
Colmar Manor,MD,1,1,0.0,0.0,0.0,0.0
Cottage City,MD,1,1,1.0,1.0,1.0,1.0
Crisfield,MD,1,1,2.0,1.0,1.0,1.0
Cumberland,MD,3,1,1.0,1.0,2.0,1.0
Cumberland Valley,MD,1,1,1.0,1.0,0.0,0.0
Deer Park,MD,1,1,1.0,1.0,0.0,0.0
Delmar,MD,1,1,1.0,1.0,0.0,0.0
Delta,MD,1,1,1.0,1.0,0.0,0.0
Denton,MD,1,1,2.0,1.0,1.0,1.0
District Heights,MD,1,1,2.0,2.0,0.0,0.0
Eagle Harbor,MD,1,1,0.0,0.0,0.0,0.0
East New Market,MD,1,1,0.0,0.0,0.0,0.0
East Nottingham,MD,1,1,1.0,2.0,1.0,1.0
Easton,MD,2,1,1.0,1.0,1.0,1.0
Edmonston,MD,1,1,1.0,1.0,1.0,1.0
Eldorado,MD,1,1,0.0,0.0,0.0,0.0
Elk,MD,1,1,1.0,1.0,0.0,0.0
Elk Lick,MD,1,1,1.0,1.0,3.0,3.0
Elkton,MD,2,1,1.0,1.0,2.0,2.0
Emmitsburg,MD,1,1,1.0,1.0,0.0,0.0
Fairmount Heights,MD,1,1,1.0,1.0,0.0,0.0
Fawn,MD,1,1,1.0,1.0,1.0,1.0
Fawn Grove,MD,1,1,1.0,1.0,0.0,0.0
Federalsburg,MD,1,1,2.0,1.0,0.0,0.0
Forest Heights,MD,1,1,1.0,1.0,0.0,0.0
Franklin,MD,1,1,1.0,1.0,0.0,0.0
Frederick,MD,3,2,1.0,1.0,3.0,2.0
Freedom,MD,1,1,1.0,1.0,0.0,0.0
Friendsville,MD,1,1,1.0,1.0,0.0,0.0
Frostburg,MD,1,1,2.0,2.0,1.0,1.0
Fruitland,MD,1,1,2.0,1.0,1.0,1.0
Fulton,MD,1,1,1.0,1.0,1.0,1.0
Funkstown,MD,1,1,0.0,0.0,0.0,0.0
Gaithersburg,MD,3,2,1.0,1.0,2.0,1.0
Galena,MD,1,1,1.0,1.0,0.0,0.0
Galestown,MD,1,1,0.0,0.0,0.0,0.0
Garrett Park,MD,1,1,3.0,2.0,0.0,0.0
Germany,MD,1,1,1.0,1.0,1.0,1.0
Glen Echo,MD,1,1,0.0,0.0,0.0,0.0
Glenarden,MD,1,1,3.0,3.0,0.0,0.0
Goldsboro,MD,1,1,0.0,0.0,0.0,0.0
Grantsville,MD,1,1,1.0,1.0,0.0,0.0
Greenbelt,MD,2,1,0.0,0.0,1.0,1.0
Greensboro,MD,1,1,1.0,1.0,0.0,0.0
Greenville,MD,1,1,1.0,1.0,0.0,0.0
Hagerstown,MD,3,1,1.0,1.0,2.0,2.0
Hampstead,MD,1,1,2.0,1.0,1.0,1.0
Hancock,MD,1,1,2.0,2.0,0.0,0.0
Harpers Ferry,MD,1,1,1.0,1.0,0.0,0.0
Havre de Grace,MD,2,1,1.0,1.0,2.0,2.0
Hebron,MD,1,1,1.0,1.0,0.0,0.0
Henderson,MD,1,1,0.0,0.0,0.0,0.0
Henry Clay,MD,1,1,1.0,1.0,1.0,1.0
Highland Beach,MD,1,1,0.0,0.0,0.0,0.0
Hillsboro,MD,1,1,1.0,1.0,0.0,0.0
Hopewell,MD,1,1,1.0,1.0,1.0,1.0
Hurlock,MD,1,1,1.0,1.0,0.0,0.0
Hyattsville,MD,2,1,0.0,0.0,1.0,1.0
Indian Head,MD,1,1,2.0,2.0,0.0,0.0
Keedysville,MD,1,1,1.0,1.0,0.0,0.0
Kensington,MD,1,1,2.0,2.0,1.0,1.0
Keyser,MD,1,1,1.0,3.0,2.0,1.0
Kitzmiller,MD,1,1,1.0,1.0,0.0,0.0
La Plata,MD,1,1,3.0,3.0,0.0,0.0
Landover Hills,MD,1,1,0.0,0.0,0.0,0.0
Laurel,MD,3,1,1.0,1.0,1.0,1.0
Laytonsville,MD,1,1,1.0,1.0,0.0,0.0
Leesburg,MD,3,2,1.0,1.0,2.0,1.0
Leonardtown,MD,1,1,2.0,2.0,0.0,0.0
Liberty,MD,1,1,1.0,1.0,0.0,0.0
Loch Lynn Heights,MD,1,1,1.0,1.0,0.0,0.0
Lonaconing,MD,1,1,1.0,1.0,0.0,0.0
London Britain,MD,1,1,1.0,1.0,0.0,0.0
Londonderry,MD,1,1,1.0,1.0,1.0,1.0
Luke,MD,1,1,0.0,0.0,3.0,2.0
Manchester,MD,1,1,1.0,1.0,0.0,0.0
Manheim,MD,1,1,1.0,1.0,1.0,1.0
Mann,MD,1,1,1.0,1.0,0.0,0.0
Mardela Springs,MD,1,1,0.0,0.0,0.0,0.0
Martin's Additions,MD,1,1,1.0,1.0,0.0,0.0
Marydel,MD,1,1,1.0,1.0,0.0,0.0
Middletown,MD,1,1,1.0,2.0,0.0,0.0
Midland,MD,1,1,0.0,0.0,0.0,0.0
Millington,MD,1,1,1.0,1.0,0.0,0.0
Montgomery,MD,1,1,1.0,1.0,1.0,1.0
Morningside,MD,1,1,0.0,0.0,0.0,0.0
Mount Airy,MD,2,1,2.0,1.0,1.0,1.0
Mount Joy,MD,1,1,1.0,2.0,1.0,1.0
Mount Rainier,MD,1,1,2.0,1.0,1.0,1.0
Mountain Lake Park,MD,1,1,1.0,1.0,0.0,0.0
Myersville,MD,1,1,1.0,1.0,0.0,0.0
New Carrollton,MD,1,1,3.0,2.0,0.0,0.0
New Freedom,MD,1,1,1.0,2.0,1.0,1.0
New Market,MD,1,1,1.0,1.0,0.0,0.0
New Windsor,MD,1,1,1.0,1.0,0.0,0.0
Newark,MD,2,1,1.0,1.0,2.0,1.0
North Beach,MD,1,1,1.0,1.0,0.0,0.0
North Brentwood,MD,1,1,1.0,1.0,0.0,0.0
North Chevy Chase,MD,1,1,1.0,1.0,0.0,0.0
North East,MD,1,1,2.0,1.0,0.0,0.0
Oakland,MD,1,1,2.0,2.0,0.0,0.0
Ocean City,MD,1,1,1.0,1.0,1.0,1.0
Oxford,MD,1,1,1.0,1.0,1.0,1.0
Paw Paw,MD,1,1,1.0,1.0,0.0,0.0
Peach Bottom,MD,1,1,1.0,2.0,1.0,1.0
Perryville,MD,1,1,3.0,1.0,0.0,0.0
Piedmont,MD,1,1,1.0,1.0,0.0,0.0
Pittsville,MD,1,1,1.0,1.0,0.0,0.0
Pocomoke City,MD,1,1,2.0,1.0,0.0,0.0
Poolesville,MD,1,1,2.0,2.0,0.0,0.0
Port Deposit,MD,1,1,1.0,1.0,0.0,0.0
Port Tobacco Village,MD,1,1,0.0,0.0,0.0,0.0
Preston,MD,1,1,1.0,1.0,0.0,0.0
Princess Anne,MD,1,1,1.0,1.0,0.0,0.0
Queen Anne,MD,1,1,1.0,1.0,0.0,0.0
Queenstown,MD,1,1,1.0,1.0,0.0,0.0
Ridgeley,MD,1,1,1.0,1.0,0.0,0.0
Ridgely,MD,1,1,2.0,1.0,0.0,0.0
Rising Sun,MD,1,1,1.0,1.0,0.0,0.0
Riverdale Park,MD,1,1,3.0,3.0,1.0,1.0
Rock Hall,MD,1,1,1.0,1.0,1.0,1.0
Rockville,MD,3,3,1.0,1.0,1.0,1.0
Rosemont,MD,1,1,0.0,0.0,0.0,0.0
Salisbury,MD,3,1,1.0,1.0,1.0,3.0
Seat Pleasant,MD,1,1,3.0,3.0,0.0,0.0
Secretary,MD,1,1,1.0,1.0,1.0,1.0
Selbyville,MD,1,1,1.0,1.0,0.0,0.0
Sharpsburg,MD,1,1,0.0,0.0,0.0,0.0
Sharptown,MD,1,1,1.0,1.0,0.0,0.0
Shepherdstown,MD,1,1,1.0,1.0,0.0,0.0
Shrewsbury,MD,1,1,2.0,2.0,1.0,1.0
Smithsburg,MD,1,1,1.0,1.0,0.0,0.0
Snow Hill,MD,1,1,1.0,1.0,0.0,0.0
Somerset,MD,1,1,0.0,0.0,0.0,0.0
Southampton,MD,1,1,1.0,1.0,1.0,1.0
St. Michaels,MD,1,1,2.0,1.0,0.0,0.0
Sudlersville,MD,1,1,1.0,1.0,0.0,0.0
Sykesville,MD,1,1,2.0,2.0,0.0,0.0
Takoma Park,MD,2,1,0.0,0.0,1.0,1.0
Taneytown,MD,1,1,2.0,1.0,0.0,0.0
Templeville,MD,1,1,1.0,1.0,0.0,0.0
Thompson,MD,1,1,0.0,0.0,0.0,0.0
Thurmont,MD,1,1,2.0,1.0,1.0,1.0
Trappe,MD,1,1,1.0,1.0,0.0,0.0
Union,MD,1,1,1.0,1.0,1.0,1.0
Union Bridge,MD,1,1,1.0,1.0,0.0,0.0
University Park,MD,1,1,1.0,1.0,0.0,0.0
Upper Marlboro,MD,1,1,1.0,2.0,0.0,0.0
Vienna,MD,1,1,1.0,1.0,0.0,0.0
Walkersville,MD,1,1,1.0,1.0,2.0,1.0
Warren,MD,1,1,0.0,0.0,0.0,0.0
Washington,MD,3,3,1.0,1.0,0.0,0.0
Washington Grove,MD,1,1,1.0,1.0,0.0,0.0
